onset	duration	trial_type	congruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0.0	1.0	congruent_correct	n/a	1	1	congruent	603	n/a
2.5	1.0	congruent_correct	n/a	1	1	congruent	323	n/a
10.0	1.0	incongruent_correct	n/a	1	2	incongruent	527	n/a
12.5	1.0	incongruent_correct	n/a	1	2	incongruent	374	n/a
15.0	1.0	incongruent_correct	n/a	1	2	incongruent	381	n/a
17.5	1.0	incongruent_correct	n/a	1	2	incongruent	316	n/a
25.0	1.0	congruent_correct	n/a	1	1	congruent	481	n/a
27.5	1.0	congruent_correct	n/a	1	1	congruent	336	n/a
30.0	1.0	incongruent_incorrect	n/a	0	2	incongruent	335	n/a
32.5	1.0	congruent_correct	n/a	1	1	congruent	381	n/a
35.0	1.0	incongruent_correct	n/a	1	2	incongruent	460	n/a
37.5	1.0	congruent_correct	n/a	1	1	congruent	347	n/a
40.0	1.0	congruent_correct	n/a	1	1	congruent	362	n/a
42.5	1.0	incongruent_correct	n/a	1	2	incongruent	400	n/a
45.0	1.0	incongruent_correct	n/a	1	2	incongruent	359	n/a
47.5	1.0	incongruent_correct	n/a	1	2	incongruent	383	n/a
50.0	1.0	incongruent_correct	n/a	1	2	incongruent	381	n/a
52.5	1.0	incongruent_correct	n/a	1	2	incongruent	500	n/a
60.0	1.0	congruent_correct	n/a	1	1	congruent	608	n/a
62.5	1.0	congruent_correct	n/a	1	1	congruent	344	n/a
65.0	1.0	congruent_correct	n/a	1	1	congruent	526	n/a
67.5	1.0	congruent_correct	n/a	1	1	congruent	429	n/a
75.0	1.0	congruent_correct	n/a	1	1	congruent	458	n/a
77.5	1.0	congruent_correct	n/a	1	1	congruent	393	n/a
80.0	1.0	congruent_correct	n/a	1	1	congruent	328	n/a
82.5	1.0	incongruent_correct	n/a	1	2	incongruent	399	n/a
85.0	1.0	incongruent_correct	n/a	1	2	incongruent	406	n/a
87.5	1.0	congruent_correct	n/a	1	1	congruent	372	n/a
90.0	1.0	incongruent_correct	n/a	1	2	incongruent	411	n/a
92.5	1.0	congruent_correct	n/a	1	1	congruent	387	n/a
95.0	1.0	congruent_correct	n/a	1	1	congruent	393	n/a
97.5	1.0	incongruent_incorrect	n/a	0	2	incongruent	352	n/a
100.0	1.0	congruent_correct	n/a	1	1	congruent	414	n/a
102.5	1.0	incongruent_correct	n/a	1	2	incongruent	470	n/a
105.0	1.0	incongruent_correct	n/a	1	2	incongruent	436	n/a
107.5	1.0	incongruent_correct	n/a	1	2	incongruent	339	n/a
110.0	1.0	congruent_correct	n/a	1	1	congruent	353	n/a
112.5	1.0	congruent_correct	n/a	1	1	congruent	329	n/a
120.0	1.0	congruent_correct	n/a	1	1	congruent	510	n/a
122.5	1.0	congruent_correct	n/a	1	1	congruent	324	n/a
125.0	1.0	congruent_correct	n/a	1	1	congruent	412	n/a
127.5	1.0	congruent_correct	n/a	1	1	congruent	362	n/a
130.0	1.0	congruent_correct	n/a	1	1	congruent	353	n/a
132.5	1.0	incongruent_correct	n/a	1	2	incongruent	551	n/a
135.0	1.0	congruent_correct	n/a	1	1	congruent	335	n/a
137.5	1.0	incongruent_correct	n/a	1	2	incongruent	414	n/a
140.0	1.0	congruent_correct	n/a	1	1	congruent	364	n/a
142.5	1.0	incongruent_correct	n/a	1	2	incongruent	403	n/a
150.0	1.0	incongruent_correct	n/a	1	2	incongruent	567	n/a
152.5	1.0	congruent_correct	n/a	1	1	congruent	455	n/a
155.0	1.0	incongruent_correct	n/a	1	2	incongruent	381	n/a
157.5	1.0	incongruent_correct	n/a	1	2	incongruent	341	n/a
160.0	1.0	incongruent_correct	n/a	1	2	incongruent	396	n/a
162.5	1.0	incongruent_correct	n/a	1	2	incongruent	426	n/a
