onset	duration	trial_type	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0.0	1.0	congruent_correct	1	1	congruent	367	n/a
2.5	1.0	congruent_correct	1	1	congruent	334	n/a
10.0	1.0	incongruent_correct	1	2	incongruent	474	n/a
12.5	1.0	incongruent_correct	1	2	incongruent	370	n/a
15.0	1.0	incongruent_correct	1	2	incongruent	408	n/a
17.5	1.0	incongruent_correct	1	2	incongruent	327	n/a
25.0	1.0	congruent_correct	1	1	congruent	420	n/a
27.5	1.0	congruent_correct	1	1	congruent	347	n/a
30.0	1.0	incongruent_correct	1	2	incongruent	346	n/a
32.5	1.0	congruent_correct	1	1	congruent	401	n/a
35.0	1.0	incongruent_correct	1	2	incongruent	407	n/a
37.5	1.0	congruent_correct	1	1	congruent	494	n/a
40.0	1.0	congruent_correct	1	1	congruent	285	n/a
42.5	1.0	incongruent_correct	1	2	incongruent	412	n/a
45.0	1.0	incongruent_correct	1	2	incongruent	426	n/a
47.5	1.0	incongruent_correct	1	2	incongruent	474	n/a
50.0	1.0	incongruent_correct	1	2	incongruent	440	n/a
52.5	1.0	incongruent_correct	1	2	incongruent	327	n/a
60.0	1.0	congruent_correct	1	1	congruent	508	n/a
62.5	1.0	congruent_correct	1	1	congruent	371	n/a
65.0	1.0	congruent_correct	1	1	congruent	330	n/a
67.5	1.0	congruent_correct	1	1	congruent	337	n/a
75.0	1.0	congruent_correct	1	1	congruent	478	n/a
77.5	1.0	congruent_correct	1	1	congruent	332	n/a
80.0	1.0	congruent_correct	1	1	congruent	332	n/a
82.5	1.0	incongruent_incorrect	0	2	incongruent	346	n/a
85.0	1.0	incongruent_correct	1	2	incongruent	425	n/a
87.5	1.0	congruent_correct	1	1	congruent	440	n/a
90.0	1.0	incongruent_correct	1	2	incongruent	431	n/a
92.5	1.0	congruent_correct	1	1	congruent	453	n/a
95.0	1.0	congruent_correct	1	1	congruent	340	n/a
97.5	1.0	incongruent_correct	1	2	incongruent	515	n/a
100.0	1.0	congruent_correct	1	1	congruent	506	n/a
102.5	1.0	incongruent_correct	1	2	incongruent	360	n/a
105.0	1.0	incongruent_correct	1	2	incongruent	320	n/a
107.5	1.0	incongruent_correct	1	2	incongruent	302	n/a
110.0	1.0	congruent_correct	1	1	congruent	333	n/a
112.5	1.0	congruent_correct	1	1	congruent	316	n/a
120.0	1.0	congruent_correct	1	1	congruent	432	n/a
122.5	1.0	congruent_correct	1	1	congruent	344	n/a
125.0	1.0	congruent_correct	1	1	congruent	327	n/a
127.5	1.0	congruent_correct	1	1	congruent	430	n/a
130.0	1.0	congruent_correct	1	1	congruent	412	n/a
132.5	1.0	incongruent_correct	1	2	incongruent	467	n/a
135.0	1.0	congruent_correct	1	1	congruent	354	n/a
137.5	1.0	incongruent_incorrect	0	2	incongruent	337	n/a
140.0	1.0	congruent_correct	1	1	congruent	375	n/a
142.5	1.0	incongruent_correct	1	2	incongruent	454	n/a
150.0	1.0	incongruent_correct	1	2	incongruent	491	n/a
152.5	1.0	congruent_correct	1	1	congruent	418	n/a
155.0	1.0	incongruent_correct	1	2	incongruent	457	n/a
157.5	1.0	incongruent_correct	1	2	incongruent	352	n/a
160.0	1.0	incongruent_correct	1	2	incongruent	414	n/a
162.5	1.0	incongruent_correct	1	2	incongruent	398	n/a
165.0	1.0	incongruent_correct	1	2	incongruent	716	n/a
167.5	1.0	incongruent_correct	1	2	incongruent	395	n/a
170.0	1.0	incongruent_correct	1	2	incongruent	329	n/a
172.5	1.0	incongruent_correct	1	2	incongruent	321	n/a
175.0	1.0	congruent_correct	1	1	congruent	319	n/a
177.5	1.0	congruent_incorrect	0	1	congruent	414	n/a
185.0	1.0	incongruent_correct	1	2	incongruent	475	n/a
187.5	1.0	congruent_correct	1	1	congruent	322	n/a
190.0	1.0	congruent_correct	1	1	congruent	329	n/a
192.5	1.0	incongruent_correct	1	2	incongruent	392	n/a
195.0	1.0	incongruent_correct	1	2	incongruent	431	n/a
197.5	1.0	incongruent_correct	1	2	incongruent	421	n/a
200.0	1.0	incongruent_correct	1	2	incongruent	380	n/a
202.5	1.0	congruent_correct	1	1	congruent	531	n/a
210.0	1.0	incongruent_incorrect	0	2	incongruent	384	n/a
212.5	1.0	incongruent_correct	1	2	incongruent	455	n/a
215.0	1.0	congruent_correct	1	1	congruent	438	n/a
217.5	1.0	incongruent_correct	1	2	incongruent	380	n/a
225.0	1.0	congruent_correct	1	1	congruent	417	n/a
