onset	duration	trial_type	value	sample
0.005	0	discontinuity	2	1
0.005	0	eyes closed	65	1
518.685	0	eyes opened	66	103737
532.505	0	eyes closed	65	106501
550.375	0	eyes opened	66	110075
566.735	0	eyes closed	65	113347
582.465	0	eyes opened	66	116493
596.065	0	eyes closed	65	119213
619.395	0	eyes opened	66	123879
632.945	0	eyes closed	65	126589
658.505	0	eyes opened	66	131701
680.935	0	eyes closed	65	136187
705.425	0	eyes opened	66	141085
724.415	0	eyes closed	65	144883
742.685	0	eyes opened	66	148537
760.845	0	eyes closed	65	152169
784.065	0	eyes opened	66	156813
800.135	0	eyes closed	65	160027
819.295	0	eyes opened	66	163859
840.265	0	eyes closed	65	168053
862.745	0	discontinuity	2	172549
901.205	0	eyes opened	66	180241
915.905	0	eyes closed	65	183181
945.795	0	hyperventilation 1	67	189159
1013.605	0	hyperventilation 2	68	202721
1075.205	0	hyperventilation 3	69	215041
1139.355	0	recuperation	70	227871
1262.955	0	discontinuity	2	252591
1266.645	0	discontinuity	2	253329
