onset	duration	trial_type	rating_par
1.012	5.000	att_neut	n/a
7.003	1.265	rating_par	-1.034
15.002	5.000	att_neg	n/a
21.010	1.599	rating_par	0.966
29.009	5.000	att_neg	n/a
36.012	2.492	rating_par	-0.035
41.008	5.000	suppr_neg	n/a
48.011	2.078	rating_par	-1.034
53.007	5.000	suppr_neg	n/a
61.006	1.932	rating_par	1.966
69.005	5.000	att_neg	n/a
76.008	1.700	rating_par	-1.034
83.012	5.000	suppr_neg	n/a
89.003	3.000	junk_rating	n/a
100.006	5.000	att_neut	n/a
106.013	0.932	rating_par	-1.034
111.009	5.000	att_neut	n/a
117.017	1.608	rating_par	-1.034
121.016	5.000	suppr_neg	n/a
127.007	1.665	rating_par	-1.034
139.006	5.000	att_neg	n/a
146.009	1.664	rating_par	1.966
150.009	5.000	att_neut	n/a
157.012	1.228	rating_par	-1.034
163.003	5.000	suppr_neg	n/a
171.002	1.302	rating_par	-0.035
176.014	5.000	att_neut	n/a
183.001	1.192	rating_par	-1.034
188.013	5.000	att_neut	n/a
196.012	0.949	rating_par	-1.034
201.008	5.000	att_neg	n/a
208.011	1.735	rating_par	-0.035
212.011	5.000	att_neut	n/a
219.014	0.932	rating_par	-1.034
225.005	5.000	att_neg	n/a
233.005	0.988	rating_par	1.966
240.008	5.000	att_neut	n/a
247.012	1.406	rating_par	-1.034
252.007	5.000	suppr_neg	n/a
259.010	1.232	rating_par	-0.035
263.010	5.000	att_neg	n/a
270.013	1.093	rating_par	1.966
276.004	5.000	att_neg	n/a
285.016	1.064	rating_par	1.966
292.002	5.000	att_neut	n/a
301.014	1.539	rating_par	-1.034
307.005	5.000	suppr_neg	n/a
314.009	1.928	rating_par	-0.035
319.006	5.000	suppr_neg	n/a
325.012	1.045	rating_par	-0.035
332.015	5.000	suppr_neg	n/a
339.002	0.735	rating_par	-0.035
344.014	5.000	suppr_neg	n/a
351.017	1.530	rating_par	0.966
355.017	5.000	att_neg	n/a
361.008	0.656	rating_par	0.966
365.007	5.000	att_neut	n/a
373.007	0.755	rating_par	-1.034
381.006	5.000	att_neg	n/a
387.014	2.060	rating_par	0.966
