onset	duration	trial_type	rating_par
1.013	5	att_neg	n/a
8.017	3	rating_par	1.167
13.012	5	att_neut	n/a
19.003	3	rating_par	-0.833
29.011	5	att_neg	n/a
37.010	3	rating_par	0.167
43.017	5	suppr_neg	n/a
49.008	3	rating_par	1.167
53.008	5	suppr_neg	n/a
60.011	3	rating_par	1.167
65.007	5	suppr_neg	n/a
71.014	3	rating_par	0.167
77.005	5	suppr_neg	n/a
84.009	3	rating_par	0.167
89.004	5	att_neut	n/a
95.012	3	rating_par	-0.833
99.011	5	att_neg	n/a
105.003	3	rating_par	0.167
111.010	5	att_neg	n/a
119.010	3	rating_par	-0.833
127.009	5	suppr_neg	n/a
134.012	3	rating_par	-0.833
141.016	5	att_neut	n/a
147.006	3	rating_par	0.167
151.006	5	att_neg	n/a
159.005	3	rating_par	-0.833
170.008	5	att_neut	n/a
177.012	3	rating_par	-0.833
183.003	5	att_neg	n/a
190.006	3	rating_par	0.167
194.006	5	att_neut	n/a
201.009	3	rating_par	-0.833
205.009	5	att_neut	n/a
212.012	3	rating_par	0.167
217.008	5	suppr_neg	n/a
223.015	3	rating_par	-0.833
233.006	5	att_neut	n/a
241.005	3	rating_par	-0.833
248.008	5	att_neg	n/a
254.016	3	rating_par	0.167
259.012	5	suppr_neg	n/a
266.015	3	rating_par	0.167
272.006	5	att_neut	n/a
280.005	3	rating_par	0.167
285.017	5	att_neut	n/a
292.004	3	rating_par	0.167
297.016	5	suppr_neg	n/a
305.015	3	rating_par	0.167
309.015	5	att_neg	n/a
316.002	3	rating_par	1.167
320.018	5	suppr_neg	n/a
326.009	3	rating_par	0.167
339.003	5	suppr_neg	n/a
347.002	3	rating_par	-0.833
353.010	5	att_neg	n/a
362.005	3	rating_par	2.167
367.017	5	att_neg	n/a
375.016	3	rating_par	0.167
380.012	5	att_neut	n/a
386.003	3	rating_par	-0.833
