onset	duration	trial_type	rating_par
1.010	5	att_neg	n/a
8.013	3	rating_par	1.367
13.009	5	att_neut	n/a
19.016	3	rating_par	-0.633
29.007	5	att_neg	n/a
37.006	3	rating_par	0.367
43.014	5	suppr_neg	n/a
49.005	3	rating_par	0.367
53.004	5	suppr_neg	n/a
60.008	3	rating_par	-0.633
65.003	5	suppr_neg	n/a
71.011	3	rating_par	-0.633
77.002	5	suppr_neg	n/a
84.005	3	rating_par	0.367
89.017	5	att_neut	n/a
95.008	3	rating_par	-0.633
99.008	5	att_neg	n/a
105.016	3	rating_par	0.367
111.007	5	att_neg	n/a
119.006	3	rating_par	1.367
127.005	5	suppr_neg	n/a
134.009	3	rating_par	-0.633
141.012	5	att_neut	n/a
147.003	3	rating_par	-0.633
151.003	5	att_neg	n/a
159.002	3	rating_par	0.367
170.005	5	att_neut	n/a
177.008	3	rating_par	-0.633
183.016	5	att_neg	n/a
190.003	3	rating_par	-0.633
194.002	5	att_neut	n/a
201.006	3	rating_par	-0.633
205.005	5	att_neut	n/a
212.009	3	rating_par	-0.633
217.004	5	suppr_neg	n/a
223.012	3	rating_par	0.367
233.002	5	att_neut	n/a
241.002	3	rating_par	-0.633
248.005	5	att_neg	n/a
254.013	3	rating_par	1.367
259.008	5	suppr_neg	n/a
266.012	3	rating_par	-0.633
272.003	5	att_neut	n/a
280.002	3	rating_par	-0.633
285.014	5	att_neut	n/a
292.017	3	rating_par	-0.633
297.012	5	suppr_neg	n/a
305.012	3	rating_par	0.367
309.011	5	att_neg	n/a
316.015	3	rating_par	1.367
320.014	5	suppr_neg	n/a
326.005	3	rating_par	-0.633
339.017	5	suppr_neg	n/a
347.016	3	rating_par	-0.633
353.007	5	att_neg	n/a
362.002	3	rating_par	1.367
367.014	5	att_neg	n/a
375.013	3	rating_par	1.367
380.008	5	att_neut	n/a
386.016	3	rating_par	-0.633
