onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	520	n/a
2.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	447	n/a
5.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	381	n/a
7.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	349	n/a
10.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	467	n/a
12.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	370	n/a
20.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	526	n/a
22.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	462	n/a
25.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	364	n/a
27.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	324	n/a
30.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	427	n/a
32.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	329	n/a
45.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	476	n/a
47.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	386	n/a
50.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	490	n/a
52.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	480	n/a
55.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	423	n/a
57.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	366	n/a
65.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	515	n/a
67.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	490	n/a
70.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	369	n/a
72.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	360	n/a
75.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	598	n/a
77.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	317	n/a
80.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	380	n/a
82.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	331	n/a
85.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	449	n/a
87.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	520	n/a
90.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	439	n/a
92.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	358	n/a
95.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	397	n/a
97.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	611	n/a
100.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	523	n/a
102.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	353	n/a
105.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	408	n/a
107.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	343	n/a
110.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	494	n/a
112.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	356	n/a
120.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	569	n/a
122.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	352	n/a
125.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	367	n/a
127.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	413	n/a
135.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	547	n/a
137.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	458	n/a
140.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	337	n/a
142.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	464	n/a
145.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	334	n/a
147.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	421	n/a
150.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	436	n/a
152.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	323	n/a
155.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	425	n/a
157.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	464	n/a
160.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	367	n/a
162.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	446	n/a
170.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	619	n/a
172.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	394	n/a
175.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	369	n/a
177.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	415	n/a
185.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	580	n/a
187.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	395	n/a
190.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	450	n/a
192.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	489	n/a
195.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	432	n/a
197.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	351	n/a
200.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	461	n/a
202.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	541	n/a
205.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	435	n/a
207.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	450	n/a
215.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	566	n/a
217.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	374	n/a
220.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	380	n/a
222.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	420	n/a
225.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	394	n/a
227.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	497	n/a
230.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	327	n/a
232.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	359	n/a
235.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	486	n/a
237.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	388	n/a
240.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	459	n/a
242.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	426	n/a
245.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	329	n/a
247.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	351	n/a
250.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	374	n/a
252.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	373	n/a
255.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	436	n/a
257.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	418	n/a
