onset	duration	trial_type	value	sample
0.005	0	discontinuity	2	1
0.005	0	eyes closed	65	1
90.725	0	discontinuity	2	18145
362.395	0	discontinuity	2	72479
480.025	0	eyes opened	66	96005
497.215	0	eyes closed	65	99443
511.615	0	discontinuity	2	102323
518.945	0	eyes opened	66	103789
538.625	0	eyes closed	65	107725
552.605	0	eyes opened	66	110521
568.095	0	eyes closed	65	113619
579.195	0	eyes opened	66	115839
595.965	0	eyes closed	65	119193
615.675	0	eyes opened	66	123135
638.225	0	eyes closed	65	127645
660.915	0	eyes opened	66	132183
676.065	0	eyes closed	65	135213
689.475	0	eyes opened	66	137895
700.995	0	eyes closed	65	140199
710.095	0	eyes opened	66	142019
728.455	0	eyes closed	65	145691
739.935	0	eyes opened	66	147987
753.795	0	eyes closed	65	150759
767.665	0	eyes opened	66	153533
780.395	0	eyes closed	65	156079
805.995	0	hyperventilation 1	67	161199
871.535	0	hyperventilation 2	68	174307
947.615	0	hyperventilation 3	69	189523
1009.095	0	recuperation	70	201819
1107.075	0	eyes closed	65	221415
1134.235	0	eyes opened	66	226847
1145.655	0	eyes closed	65	229131
