filename	"Cue_Onset	Stim_Onset	Object_Cond	Validity_Cond	Obj_Accuracy	Obj_Acc_RT	Subseq_Recog	Subseq_Recog_RT	Subseq_Source_Mem_Acc	Subseq_Source_Mem_Acc_RT"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"4.0012	10.0012	OBJ	V	1	0.54484	UT	UT	UT	UT"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"12.0012	16.0012	OBJ	V	1	0.66745	HC-MISS	 1.4659	UT	UT"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"18.0008	24.0008	GRE	V	1	 0.5547	UT	UT	UT	UT"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"28.0008	32.0008	OBJ	NV	1	0.66585	LC-HIT	 2.2631	0	0.10296"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"36.0013	42.0013	OBJ	V	1	0.57611	UT	UT	UT	UT"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"44.0014	46.0014	GRE	V	1	0.60367	UT	UT	UT	UT"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"48.0008	52.0008	GRE	V	1	0.56503	UT	UT	UT	UT"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"54.0011	60.0011	OBJ	V	0	0.74168	HC-HIT	0.95069	1	1.6478"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"62.0017	64.0017	OBJ	NV	1	0.69712	NR	NR	UT	UT"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"66.001	72.001	GRE	V	1	0.56149	UT	UT	UT	UT"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"74.0013	76.0013	GRE	V	1	 0.6282	UT	UT	UT	UT"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"78.0014	82.0014	OBJ	V	1	0.57371	HC-HIT	 1.0021	1	2.4574"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"84.0017	86.0017	OBJ	V	1	0.73727	HC-HIT	 2.8905	0	0.74109"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"88.0007	90.0007	OBJ	V	1	0.87018	HC-MISS	 2.3381	UT	UT"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"92.0016	96.0016	OBJ	NV	1	0.72662	LC-HIT	 3.5508	0	0.74863"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"98.0011	104.0011	OBJ	V	1	0.56705	HC-HIT	 1.7892	0	1.0185"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"106.0012	110.0012	OBJ	V	1	0.56891	HC-HIT	 2.0383	1	3.1287"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"112.0017	114.0017	OBJ	V	1	0.57957	HC-HIT	 0.9399	0	0.82987"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"116.0007	122.0007	GRE	V	1	0.54729	UT	UT	UT	UT"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"126.0018	132.0018	OBJ	V	1	  0.601	HC-MISS	 1.3331	UT	UT"
func/sub-06task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"134.0011	140.0011	GRE	V	1	0.64015	UT	UT	UT	UT"
