onset	duration	trial_type	rating_par
1.012	5	att_neut	n/a
7.003	3	rating_par	-0.733
15.002	5	att_neg	n/a
21.010	3	rating_par	1.267
29.009	5	att_neg	n/a
36.012	3	rating_par	1.267
41.008	5	suppr_neg	n/a
48.011	3	rating_par	-0.733
53.006	5	suppr_neg	n/a
61.005	3	rating_par	0.267
69.005	5	att_neg	n/a
76.008	3	rating_par	2.267
83.012	5	suppr_neg	n/a
89.003	3	rating_par	-0.733
100.006	5	att_neut	n/a
106.013	3	rating_par	-0.733
111.009	5	att_neut	n/a
117.016	3	rating_par	-0.733
121.016	5	suppr_neg	n/a
127.007	3	rating_par	-0.733
139.006	5	att_neg	n/a
146.009	3	rating_par	0.267
150.009	5	att_neut	n/a
157.012	3	rating_par	-0.733
163.003	5	suppr_neg	n/a
171.003	3	rating_par	0.267
176.014	5	att_neut	n/a
183.001	3	rating_par	-0.733
188.013	5	att_neut	n/a
196.012	3	rating_par	-0.733
201.008	5	att_neg	n/a
208.011	3	rating_par	-0.733
212.011	5	att_neut	n/a
219.014	3	rating_par	-0.733
225.005	5	att_neg	n/a
233.005	3	rating_par	1.267
240.008	5	att_neut	n/a
247.011	3	rating_par	-0.733
252.007	5	suppr_neg	n/a
259.010	3	rating_par	0.267
263.010	5	att_neg	n/a
270.013	3	rating_par	2.267
276.004	5	att_neg	n/a
285.016	3	rating_par	2.267
292.002	5	att_neut	n/a
301.014	3	rating_par	-0.733
307.005	5	suppr_neg	n/a
314.009	3	rating_par	-0.733
319.004	5	suppr_neg	n/a
325.012	3	rating_par	-0.733
332.015	5	suppr_neg	n/a
339.002	3	rating_par	-0.733
344.014	5	suppr_neg	n/a
351.017	3	rating_par	0.267
355.017	5	att_neg	n/a
361.008	3	rating_par	0.267
365.007	5	att_neut	n/a
373.007	3	rating_par	-0.733
381.006	5	att_neg	n/a
387.014	3	rating_par	0.267
