onset	duration	trial_type	rating_par
1.012	5	att_neg	n/a
8.015	3	rating_par	1.207
13.011	5	att_neut	n/a
19.002	3	rating_par	-0.793
29.009	5	att_neg	n/a
37.008	3	rating_par	2.207
43.016	5	suppr_neg	n/a
49.007	3	rating_par	-0.793
53.007	5	suppr_neg	n/a
60.010	3	rating_par	0.207
65.005	5	suppr_neg	n/a
71.013	3	rating_par	0.207
77.004	5	suppr_neg	n/a
84.007	3	rating_par	-0.793
89.003	5	att_neut	n/a
95.011	3	rating_par	-0.793
99.010	5	att_neg	n/a
105.001	3	rating_par	0.207
111.009	5	att_neg	n/a
119.008	3	rating_par	1.207
127.007	5	suppr_neg	n/a
134.011	3	rating_par	-0.793
141.014	5	att_neut	n/a
147.005	3	rating_par	-0.793
151.005	5	att_neg	n/a
159.004	3	rating_par	0.207
170.007	5	att_neut	n/a
177.010	3	rating_par	-0.793
183.001	5	att_neg	n/a
190.005	3	rating_par	0.207
194.005	5	att_neut	n/a
201.008	3	rating_par	-0.793
205.007	5	att_neut	n/a
212.011	3	rating_par	-0.793
217.006	5	suppr_neg	n/a
223.014	3	junk_rating	n/a
233.005	5	att_neut	n/a
241.004	3	rating_par	-0.793
248.007	5	att_neg	n/a
254.015	3	rating_par	1.207
259.010	5	suppr_neg	n/a
266.014	3	rating_par	0.207
272.005	5	att_neut	n/a
280.004	3	rating_par	-0.793
285.016	5	att_neut	n/a
292.003	3	rating_par	-0.793
297.015	5	suppr_neg	n/a
305.014	3	rating_par	0.207
309.013	5	att_neg	n/a
316.017	3	rating_par	2.207
320.017	5	suppr_neg	n/a
326.008	3	rating_par	0.207
339.002	5	suppr_neg	n/a
347.001	3	rating_par	-0.793
353.009	5	att_neg	n/a
362.004	3	rating_par	0.207
367.016	5	att_neg	n/a
375.015	3	rating_par	1.207
380.010	5	att_neut	n/a
386.001	3	rating_par	-0.793
