filename	"cjdh	2	NR	NR"	"mist	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_63	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_64	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"lice	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"swore	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"wound	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"stunt	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"stunt	1	34	630"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"donor	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"suite	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"bias	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"toil	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"toil	1	34	702"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"slit	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"fawn	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"abode	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"gasp	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"drill	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"core	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"nail	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"tent	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"razor	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"boat	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"boat	3	34	503"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"tie	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"barrel	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"teeth	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"bucket	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"bucket	3	34	509"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"bag	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"bacon	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"hand	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"house	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"onion	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"fridge	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"silk	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"echo	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"sleet	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"spire	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"cord	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"adorn	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"newt	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"newt	1	34	430"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"rebel	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"vivid	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"vile	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"vile	1	34	661"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"rack	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"hymn	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"mole	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"smelt	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"dog	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"plug	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"fish	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"hanger	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"lock	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"wolf	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"drill	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"drill	3	34	542"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"money	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"axe	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"chair	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"chair	3	34	445"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"baby	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"bed	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"bin	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"glove	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"mxsz	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"xscf	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"tgtrs	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"lhlpm	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"lbds	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"khgvp	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"fqtp	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"fqtp	2	34	418"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"mjzjn	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"lgpdv	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"bvpv	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"bvpv	2	34	473"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"jqwh	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"jzck	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"fkhd	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"mscjs	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_65	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_66	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_67	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_68	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_69	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_70	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_71	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_71	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_73	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_74	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_75	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_75	4	34	664"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_77	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_78	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_79	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_80	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_2	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_10	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_20	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_29	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_39	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_45	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_45	4	34	690"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_53	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_58	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_72	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_76	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_1	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_3	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_3	4	34	527"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_4	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"scram_5	4	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"lodge	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"zeal	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"cult	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"mare	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"tuck	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"plea	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"plea	1	34	526"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"prop	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"veal	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"melon	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"goat	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"feat	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"belle	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"belle	1	34	503"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"vain	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"chaos	1	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"qbzlv	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"rkjr	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"brxz	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"qlwq	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"rjkl	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"vfsd	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"vfsd	2	34	472"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"hnpg	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"prkb	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"zlpjh	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"mgqz	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"tvdx	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"bwxjn	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"bwxjn	2	34	583"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"tpcf	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"pvmsc	2	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"bench	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"bus	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"foot	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"screw	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"swan	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"bell	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"bell	3	34	590"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"shell	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"grapes	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"zebra	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"coat	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"bone	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"window	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"window	3	34	645"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"bowl	3	NR	NR"
func/sub-43task-onebacktask_run-01_bold.nii.gz	n/a	"ant	3	NR	NR"
