onset	duration	trial_type	value	sample
1.0341666666666667	0.0	nogo	2	1241
1.0341666666666667	0.0	response_correct_rejection	4	1241
2.200833333333333	0.0	go	1	2641
2.5433333333333334	0.0	response_hit	6	3052
2.5433333333333334	0.0	response	3	3052
3.368333333333333	0.0	go	1	4042
3.7041666666666666	0.0	response_hit	6	4445
3.7041666666666666	0.0	response	3	4445
4.535	0.0	nogo	2	5442
4.535	0.0	response_correct_rejection	4	5442
5.7025	0.0	go	1	6843
5.9075	0.0	response_hit	6	7089
5.9075	0.0	response	3	7089
6.87	0.0	go	1	8244
7.1175	0.0	response_hit	6	8541
7.1175	0.0	response	3	8541
8.036666666666667	0.0	go	1	9644
8.275	0.0	response_hit	6	9930
8.275	0.0	response	3	9930
9.204166666666667	0.0	go	1	11045
9.449166666666667	0.0	response_hit	6	11339
9.449166666666667	0.0	response	3	11339
10.370833333333334	0.0	nogo	2	12445
10.370833333333334	0.0	response_correct_rejection	4	12445
11.538333333333334	0.0	go	1	13846
11.763333333333334	0.0	response_hit	6	14116
11.763333333333334	0.0	response	3	14116
12.705	0.0	go	1	15246
12.979166666666666	0.0	response_hit	6	15575
12.979166666666666	0.0	response	3	15575
13.8725	0.0	nogo	2	16647
13.8725	0.0	response_correct_rejection	4	16647
15.039166666666667	0.0	go	1	18047
15.225	0.0	response_hit	6	18270
15.225	0.0	response	3	18270
16.206666666666667	0.0	go	1	19448
16.5725	0.0	response_hit	6	19887
16.5725	0.0	response	3	19887
17.374166666666667	0.0	go	1	20849
17.634166666666665	0.0	response_hit	6	21161
17.634166666666665	0.0	response	3	21161
18.54083333333333	0.0	go	1	22249
18.805	0.0	response_hit	6	22566
18.805	0.0	response	3	22566
19.708333333333332	0.0	go	1	23650
20.014166666666668	0.0	response_hit	6	24017
20.014166666666668	0.0	response	3	24017
20.875	0.0	nogo	2	25050
20.875	0.0	response_correct_rejection	4	25050
22.0425	0.0	go	1	26451
22.279166666666665	0.0	response_hit	6	26735
22.279166666666665	0.0	response	3	26735
23.20916666666667	0.0	nogo	2	27851
23.20916666666667	0.0	response_correct_rejection	4	27851
24.376666666666665	0.0	go	1	29252
24.528333333333332	0.0	response_hit	6	29434
24.528333333333332	0.0	response	3	29434
25.543333333333333	0.0	nogo	2	30652
25.748333333333335	0.0	response	3	30898
25.748333333333335	0.0	response_false_alarm	5	30898
26.710833333333333	0.0	go	1	32053
26.976666666666667	0.0	response_hit	6	32372
26.976666666666667	0.0	response	3	32372
27.8775	0.0	nogo	2	33453
27.8775	0.0	response_correct_rejection	4	33453
29.045	0.0	go	1	34854
29.305833333333332	0.0	response_hit	6	35167
29.305833333333332	0.0	response	3	35167
30.2125	0.0	go	1	36255
30.599166666666665	0.0	response_hit	6	36719
30.599166666666665	0.0	response	3	36719
31.379166666666666	0.0	nogo	2	37655
31.379166666666666	0.0	response_correct_rejection	4	37655
32.54666666666667	0.0	nogo	2	39056
32.54666666666667	0.0	response_correct_rejection	4	39056
33.71333333333333	0.0	go	1	40456
34.02916666666667	0.0	response_hit	6	40835
34.02916666666667	0.0	response	3	40835
34.880833333333335	0.0	go	1	41857
35.19583333333333	0.0	response_hit	6	42235
35.19583333333333	0.0	response	3	42235
36.0475	0.0	go	1	43257
36.31333333333333	0.0	response_hit	6	43576
36.31333333333333	0.0	response	3	43576
37.215	0.0	nogo	2	44658
37.215	0.0	response_correct_rejection	4	44658
38.38166666666667	0.0	go	1	46058
38.619166666666665	0.0	response_hit	6	46343
38.619166666666665	0.0	response	3	46343
39.549166666666665	0.0	nogo	2	47459
39.549166666666665	0.0	response_correct_rejection	4	47459
40.71666666666667	0.0	go	1	48860
40.99166666666667	0.0	response_hit	6	49190
40.99166666666667	0.0	response	3	49190
41.88333333333333	0.0	go	1	50260
42.3575	0.0	response_hit	6	50829
