onset	duration	trial_type	TrialType	Stimulus	SSD	Response	RT	CorrectGo	SuccStop
0.0	1.5	junk	0	1	0.0	50	0.373	1	0
2.0	1.5	go	0	1	0.0	50	0.424	1	0
4.25	1.5	go	0	0	0.0	49	0.336	1	0
8.625	1.5	successful stop	1	0	0.2	0	0.0	0	1
12.375	1.5	go	0	0	0.0	49	0.392	1	0
15.25	1.5	go	0	1	0.0	50	0.406	1	0
18.25	1.5	successful stop	1	0	0.15	0	0.0	0	1
21.25	1.5	go	0	1	0.0	50	0.414	1	0
23.375	1.5	go	0	1	0.0	50	0.513	1	0
26.375	1.5	go	0	1	0.0	50	0.424	1	0
28.625	1.5	go	0	0	0.0	49	0.462	1	0
31.25	1.5	successful stop	1	0	0.1	0	0.0	0	1
34.875	1.5	successful stop	1	0	0.25	0	0.0	0	1
38.125	1.5	go	0	0	0.0	49	0.459	1	0
40.25	1.5	go	0	1	0.0	50	0.397	1	0
42.25	1.5	go	0	1	0.0	50	0.534	1	0
45.25	1.5	go	0	0	0.0	49	0.442	1	0
47.5	1.5	go	0	1	0.0	50	0.34	1	0
49.5	1.5	go	0	0	0.0	49	0.404	1	0
52.875	1.5	successful stop	1	1	0.2	0	0.0	0	1
55.75	1.5	go	0	1	0.0	50	0.338	1	0
58.375	1.5	go	0	0	0.0	49	0.441	1	0
62.5	1.5	failed stop	1	1	0.25	50	0.364	1	0
64.875	1.5	go	0	0	0.0	49	0.373	1	0
69.125	1.5	go	0	0	0.0	49	0.395	1	0
71.125	1.5	go	0	0	0.0	49	0.395	1	0
73.25	1.5	go	0	1	0.0	50	0.437	1	0
76.25	1.5	successful stop	1	1	0.15	0	0.0	0	1
80.125	1.5	go	0	1	0.0	50	0.427	1	0
82.5	1.5	failed stop	1	1	0.3	50	0.396	1	0
85.125	1.5	go	0	0	0.0	49	0.395	1	0
87.75	1.5	go	0	0	0.0	49	0.386	1	0
90.25	1.5	go	0	1	0.0	50	0.435	1	0
92.375	1.5	go	0	0	0.0	49	0.449	1	0
94.375	1.5	successful stop	1	0	0.2	0	0.0	0	1
97.625	1.5	go	0	1	0.0	50	0.359	1	0
101.0	1.5	successful stop	1	0	0.2	0	0.0	0	1
105.75	1.5	go	0	1	0.0	50	0.442	1	0
108.875	1.5	go	0	1	0.0	50	0.621	1	0
111.25	1.5	go	0	0	0.0	49	0.414	1	0
114.25	1.5	successful stop	1	0	0.25	0	0.0	0	1
118.0	1.5	go	0	0	0.0	49	0.488	1	0
120.125	1.5	go	0	1	0.0	50	0.45	1	0
122.625	1.5	go	0	1	0.0	50	0.727	1	0
125.25	1.5	go	0	0	0.0	49	0.446	1	0
129.125	1.5	go	0	1	0.0	50	0.475	1	0
131.25	1.5	go	0	1	0.0	50	0.35	1	0
133.375	1.5	successful stop	1	0	0.25	0	0.0	0	1
136.0	1.5	go	0	1	0.0	50	0.397	1	0
139.125	1.5	go	0	1	0.0	50	0.339	1	0
142.0	1.5	failed stop	1	0	0.3	49	0.448	1	0
144.125	1.5	go	0	0	0.0	49	0.555	1	0
146.625	1.5	go	0	0	0.0	49	0.39	1	0
149.25	1.5	failed stop	1	0	0.3	49	0.374	1	0
151.875	1.5	go	0	1	0.0	50	0.332	1	0
154.25	1.5	go	0	1	0.0	50	0.382	1	0
158.375	1.5	failed stop	1	0	0.25	49	0.425	1	0
162.375	1.5	go	0	1	0.0	50	0.321	1	0
166.125	1.5	go	0	1	0.0	50	0.483	1	0
