onset	duration	trial_type	value	sample
0.005	0	discontinuity	2	1
0.005	0	eyes closed	65	1
291.795	0	discontinuity	2	58359
475.055	0	eyes opened	66	95011
497.135	0	eyes closed	65	99427
508.065	0	eyes opened	66	101613
523.545	0	eyes closed	65	104709
555.405	0	eyes opened	66	111081
564.085	0	eyes closed	65	112817
575.425	0	eyes opened	66	115085
591.415	0	eyes closed	65	118283
602.075	0	eyes opened	66	120415
620.475	0	eyes closed	65	124095
647.905	0	eyes opened	66	129581
667.945	0	eyes closed	65	133589
691.485	0	eyes opened	66	138297
707.235	0	eyes closed	65	141447
724.465	0	eyes opened	66	144893
741.995	0	eyes closed	65	148399
759.045	0	eyes opened	66	151809
777.065	0	eyes closed	65	155413
789.715	0	eyes opened	66	157943
801.695	0	eyes closed	65	160339
815.125	0	eyes opened	66	163025
833.205	0	eyes closed	65	166641
852.795	0	hyperventilation 1	67	170559
924.455	0	hyperventilation 2	68	184891
987.745	0	hyperventilation 3	69	197549
1054.885	0	recuperation	70	210977
