onset	duration	sample	event_type	face_type	rep_status	trial	rep_lag	value	stim_file
0.004	n/a	1.0	setup_right_sym	n/a	n/a	n/a	n/a	3	n/a
25.1161818182	n/a	6279.0455	show_face_initial	famous_face	first_show	1	n/a	5	f074.bmp
25.9789090909	n/a	6494.7273	show_circle	n/a	n/a	1	n/a	0	circle.bmp
26.0261818182	n/a	6506.5455	left_press	n/a	n/a	1	n/a	256	n/a
27.678909090900003	n/a	6919.7273	show_cross	n/a	n/a	2	n/a	1	cross.bmp
28.1734545455	n/a	7043.3636	show_face	unfamiliar_face	first_show	2	n/a	13	u011.bmp
29.0598181818	n/a	7264.9545	show_circle	n/a	n/a	2	n/a	0	circle.bmp
29.1116363636	n/a	7277.9091	left_press	n/a	n/a	2	n/a	256	n/a
30.7598181818	n/a	7689.9545	show_cross	n/a	n/a	3	n/a	1	cross.bmp
31.3307272727	n/a	7832.6818	show_face	scrambled_face	first_show	3	n/a	17	s036.bmp
32.2798181818	n/a	8069.9545	show_circle	n/a	n/a	3	n/a	0	circle.bmp
32.2952727273	n/a	8073.8182	left_press	n/a	n/a	3	n/a	256	n/a
33.9798181818	n/a	8494.9545	show_cross	n/a	n/a	4	n/a	1	cross.bmp
34.438	n/a	8609.5	show_face	famous_face	first_show	4	n/a	5	f112.bmp
35.0207272727	n/a	8755.1818	right_press	n/a	n/a	4	n/a	4096	n/a
35.4343636364	n/a	8858.5909	show_circle	n/a	n/a	4	n/a	0	circle.bmp
37.1343636364	n/a	9283.5909	show_cross	n/a	n/a	5	n/a	1	cross.bmp
37.7789090909	n/a	9444.7273	show_face	famous_face	immediate_repeat	5	1	6	f112.bmp
38.3270909091	n/a	9581.7727	right_press	n/a	n/a	5	n/a	4096	n/a
38.6825454545	n/a	9670.6364	show_circle	n/a	n/a	5	n/a	0	circle.bmp
40.3825454545	n/a	10095.6364	show_cross	n/a	n/a	6	n/a	1	cross.bmp
40.9698181818	n/a	10242.4545	show_face	unfamiliar_face	first_show	6	n/a	13	u066.bmp
41.5543636364	n/a	10388.5909	left_press	n/a	n/a	6	n/a	256	n/a
41.9298181818	n/a	10482.4545	show_circle	n/a	n/a	6	n/a	0	circle.bmp
43.629818181800005	n/a	10907.4545	show_cross	n/a	n/a	7	n/a	1	cross.bmp
44.2770909091	n/a	11069.2727	show_face	unfamiliar_face	immediate_repeat	7	1	14	u066.bmp
44.7452727273	n/a	11186.3182	left_press	n/a	n/a	7	n/a	256	n/a
45.1461818182	n/a	11286.5455	show_circle	n/a	n/a	7	n/a	0	circle.bmp
46.8461818182	n/a	11711.5455	show_cross	n/a	n/a	8	n/a	1	cross.bmp
47.350727272700006	n/a	11837.6818	show_face	unfamiliar_face	first_show	8	n/a	13	u113.bmp
47.9570909091	n/a	11989.2727	right_press	n/a	n/a	8	n/a	4096	n/a
48.2598181818	n/a	12064.9545	show_circle	n/a	n/a	8	n/a	0	circle.bmp
49.9598181818	n/a	12489.9545	show_cross	n/a	n/a	9	n/a	1	cross.bmp
50.508	n/a	12627.0	show_face	unfamiliar_face	immediate_repeat	9	1	14	u113.bmp
51.2570909091	n/a	12814.2727	right_press	n/a	n/a	9	n/a	4096	n/a
51.409818181800006	n/a	12852.4545	show_circle	n/a	n/a	9	n/a	0	circle.bmp
53.1098181818	n/a	13277.4545	show_cross	n/a	n/a	10	n/a	1	cross.bmp
53.5825454545	n/a	13395.6364	show_face	famous_face	delayed_repeat	10	9	7	f074.bmp
54.269818181800005	n/a	13567.4545	left_press	n/a	n/a	10	n/a	256	n/a
54.484363636400005	n/a	13621.0909	show_circle	n/a	n/a	10	n/a	0	circle.bmp
56.1843636364	n/a	14046.0909	show_cross	n/a	n/a	11	n/a	1	cross.bmp
